,date,amount,bal
2,2017-01-29,-39.9,856.5
3,2017-01-29,-95.0,761.5
5,2017-01-30,-410.0,761.5
6,2017-01-30,-40.15,721.35
7,2017-01-30,-25.85,695.5
8,2017-01-31,-43.5,652.0
9,2017-01-31,-16.59,635.41
10,2017-01-31,-8.0,627.41
11,2017-01-31,-5.75,621.66
12,2017-01-31,-485.0,136.66
13,2017-01-31,-18.55,118.11
14,2017-01-31,-40.14,77.97
15,2017-01-31,-7.99,69.98
17,2017-02-01,-32.93,73.05
18,2017-02-01,-10.3,62.75
19,2017-02-01,-10.0,52.75
20,2017-02-01,-10.0,42.75
22,2017-02-02,-4.5,538.25
23,2017-02-03,-20.0,518.25
24,2017-02-03,-4.4,513.85
25,2017-02-03,-7.0,506.85
26,2017-02-04,-20.0,486.85
27,2017-02-04,-19.46,467.39
28,2017-02-04,-12.06,455.33
29,2017-02-04,-22.6,432.73
30,2017-02-04,-10.99,421.74
31,2017-02-06,-25.85,395.89
32,2017-02-07,-8.0,387.89
33,2017-02-08,-34.0,353.89
34,2017-02-08,-29.0,324.89
35,2017-02-09,-16.0,308.89
36,2017-02-09,-16.14,292.75
37,2017-02-09,-20.0,272.75
38,2017-02-10,-7.8,264.95
39,2017-02-11,-12.39,252.56
40,2017-02-13,-25.85,226.71
41,2017-02-14,-8.0,218.71
42,2017-02-14,-19.0,199.71
43,2017-02-14,-33.7,166.01
44,2017-02-14,-33.36,132.65
45,2017-02-14,-5.48,127.17
46,2017-02-14,-4.5,122.67
47,2017-02-14,-6.0,116.67
49,2017-02-14,-410.0,116.67
50,2017-02-14,-40.0,76.67
52,2017-02-14,-20.0,76.67
53,2017-02-15,-3.25,73.42
54,2017-02-15,-4.0,69.42
55,2017-02-15,-21.9,47.52
56,2017-02-15,-11.4,36.12
57,2017-02-15,-4.5,31.62
58,2017-02-15,-11.99,19.63
59,2017-02-15,3020.91,3040.54
62,2017-02-16,-100.0,1147.54
63,2017-02-16,-4.5,1143.04
64,2017-02-16,-8.79,1134.25
66,2017-02-16,-18.0,166.25
67,2017-02-17,-1.5,164.75
68,2017-02-17,-2.99,161.76
69,2017-02-17,-2.95,158.81
70,2017-02-18,-4.2,154.61
71,2017-02-18,-7.5,147.11
73,2017-02-20,-25.85,321.26
74,2017-02-21,-91.0,230.26
75,2017-02-21,-4.5,225.76
76,2017-02-21,-5.0,220.76
77,2017-02-21,-21.7,199.06
78,2017-02-21,-3.5,195.56
79,2017-02-21,-38.46,157.1
80,2017-02-21,-21.5,135.6
81,2017-02-21,-40.0,95.6
82,2017-02-21,-7.5,88.1
83,2017-02-21,-18.0,70.1
84,2017-02-21,-353.42,-283.32
85,2017-02-22,-7.0,-290.32
86,2017-02-22,-3.5,-293.82
87,2017-02-22,-2.99,-296.81
88,2017-02-22,-51.6,-348.41
89,2017-02-22,-4.5,-352.91
91,2017-02-22,-10.0,137.09
92,2017-02-23,-8.0,129.09
94,2017-02-23,-60.0,169.09
95,2017-02-24,-20.0,149.09
96,2017-02-24,-8.5,140.59
97,2017-02-24,-4.1,136.49
99,2017-02-25,-8.0,228.49
100,2017-02-25,-17.0,211.49
101,2017-02-25,-3.7,207.79
102,2017-02-25,-10.99,196.8
105,2017-02-27,-410.0,296.8
106,2017-02-27,-25.85,270.95
107,2017-02-28,-39.9,231.05
108,2017-02-28,-8.0,223.05
109,2017-02-28,-32.23,190.82
110,2017-02-28,-16.0,174.82
111,2017-02-28,-49.64,125.18
112,2017-02-28,-31.99,93.19
113,2017-02-28,-14.4,78.79
114,2017-02-28,-4.5,74.29
115,2017-02-28,-12.0,62.29
116,2017-02-28,-13.69,48.6
118,2017-03-01,-0.17,108.43
119,2017-03-01,-24.0,84.43
120,2017-03-01,-8.5,75.93
121,2017-03-01,-16.65,59.28
122,2017-03-01,205.0,264.28
123,2017-03-02,-15.14,249.14
124,2017-03-02,-6.0,243.14
125,2017-03-02,-7.0,236.14
126,2017-03-02,40.5,276.64
127,2017-03-02,-20.2,256.44
128,2017-03-02,163.6,420.04
129,2017-03-03,-162.0,258.04
130,2017-03-03,-18.5,239.54
131,2017-03-03,-4.0,235.54
132,2017-03-03,163.6,399.14
133,2017-03-03,163.6,562.74
134,2017-03-04,-4.5,558.24
135,2017-03-04,-2.99,555.25
136,2017-03-06,-25.85,529.4
137,2017-03-07,-5.0,524.4
138,2017-03-07,-164.9,359.5
139,2017-03-07,-13.5,346.0
140,2017-03-07,-4.5,341.5
141,2017-03-07,-4.5,337.0
142,2017-03-07,-6.0,331.0
143,2017-03-07,-5.6,325.4
144,2017-03-08,-4.5,320.9
145,2017-03-08,-2.5,318.4
146,2017-03-08,-11.66,306.74
147,2017-03-08,-22.35,284.39
148,2017-03-09,-20.0,264.39
149,2017-03-09,40.5,304.89
150,2017-03-09,-139.0,165.89
151,2017-03-10,-4.5,161.39
152,2017-03-10,-4.0,157.39
153,2017-03-10,-7.5,149.89
154,2017-03-10,-6.5,143.39
156,2017-03-11,-66.0,177.39
157,2017-03-11,-5.35,172.04
158,2017-03-12,-12.0,160.04
159,2017-03-12,35.5,195.54
161,2017-03-13,-410.0,195.54
163,2017-03-13,-90.0,205.54
164,2017-03-13,-25.85,179.69
165,2017-03-14,-4.8,174.89
166,2017-03-14,-7.61,167.28
167,2017-03-14,-25.5,141.78
168,2017-03-14,-4.5,137.28
169,2017-03-14,-3.99,133.29
170,2017-03-14,-7.5,125.79
172,2017-03-14,-143.59,12.2
173,2017-03-15,-10.0,2.2
174,2017-03-15,-5.98,-3.78
175,2017-03-15,-30.53,-34.31
176,2017-03-15,-11.99,-46.3
177,2017-03-15,-12.5,-58.8
178,2017-03-15,-8.63,-67.43
180,2017-03-15,3020.91,3453.48
183,2017-03-16,-100.0,1560.48
184,2017-03-16,-20.0,1540.48
185,2017-03-16,-19.35,1521.13
186,2017-03-16,-31.95,1489.18
187,2017-03-17,-8.1,1481.08
188,2017-03-17,-41.48,1439.6
189,2017-03-17,-17.85,1421.75
190,2017-03-17,-8.55,1413.2
191,2017-03-17,-5.0,1408.2
192,2017-03-17,-17.49,1390.71
193,2017-03-18,-6.5,1384.21
194,2017-03-20,-25.85,1358.36
195,2017-03-21,-2.5,1355.86
196,2017-03-21,-15.5,1340.36
197,2017-03-21,-8.1,1332.26
198,2017-03-21,-19.94,1312.32
199,2017-03-21,-15.0,1297.32
200,2017-03-21,-36.0,1261.32
201,2017-03-21,-11.99,1249.33
202,2017-03-21,-6.0,1243.33
203,2017-03-21,-20.0,1223.33
204,2017-03-22,-91.0,1132.33
205,2017-03-22,-4.0,1128.33
206,2017-03-22,-8.0,1120.33
207,2017-03-22,-4.5,1115.83
208,2017-03-22,-51.71,1064.12
209,2017-03-22,-1.8,1062.32
210,2017-03-22,-4.5,1057.82
211,2017-03-22,-52.0,1005.82
212,2017-03-22,-8.9,996.92
213,2017-03-22,-4.5,992.42
214,2017-03-23,-4.5,987.92
215,2017-03-23,-8.76,979.16
216,2017-03-23,-4.2,974.96
217,2017-03-23,-13.99,960.97
218,2017-03-23,-3.5,957.47
219,2017-03-23,-12.5,944.97
220,2017-03-23,-4.5,940.47
221,2017-03-23,-11.97,928.5
222,2017-03-23,-135.0,793.5
223,2017-03-23,71.7,865.2
224,2017-03-24,-3.6,861.6
225,2017-03-24,-4.4,857.2
226,2017-03-24,-18.4,838.8
227,2017-03-24,-7.0,831.8
228,2017-03-24,-5.0,826.8
229,2017-03-25,-7.4,819.4
230,2017-03-25,-7.5,811.9
231,2017-03-25,-7.9,804.0
232,2017-03-25,-6.0,798.0
233,2017-03-25,-10.81,787.19
234,2017-03-25,-18.0,769.19
235,2017-03-27,-410.0,359.19
236,2017-03-27,-25.85,333.34
237,2017-03-28,-39.9,293.44
238,2017-03-28,-4.1,289.34
239,2017-03-28,-9.77,279.57
240,2017-03-28,-7.05,272.52
241,2017-03-28,-8.29,264.23
242,2017-03-28,-4.2,260.03
243,2017-03-28,-16.79,243.24
244,2017-03-28,-3.75,239.49
245,2017-03-28,-4.5,234.99
246,2017-03-28,-53.98,181.01
247,2017-03-28,-3.5,177.51
248,2017-03-28,-20.0,157.51
249,2017-03-29,-15.0,142.51
250,2017-03-29,-2.99,139.52
251,2017-03-29,-5.92,133.6
252,2017-03-29,-4.5,129.1
253,2017-03-29,-11.99,117.11
254,2017-03-30,-4.5,112.61
255,2017-03-30,-3.38,109.23
256,2017-03-30,-4.2,105.03
257,2017-03-30,-26.24,78.79
259,2017-03-31,-4.2,274.59
260,2017-03-31,-4.5,270.09
261,2017-03-31,-5.0,265.09
262,2017-03-31,-5.0,260.09
263,2017-03-31,-22.53,237.56
264,2017-04-01,-3.6,233.96
265,2017-04-01,-4.2,229.76
266,2017-04-01,-0.01,229.75
267,2017-04-01,-0.06,229.69
268,2017-04-01,-80.0,149.69
269,2017-04-01,37.05,186.74
271,2017-04-03,-60.0,476.74
272,2017-04-03,-25.85,450.89
273,2017-04-04,-338.6,112.29
274,2017-04-04,-4.0,108.29
275,2017-04-04,-6.0,102.29
276,2017-04-04,-4.2,98.09
277,2017-04-04,-20.8,77.29
278,2017-04-04,-5.75,71.54
279,2017-04-04,-4.2,67.34
282,2017-04-05,-10.97,656.37
283,2017-04-05,-24.08,632.29
284,2017-04-05,-8.0,624.29
285,2017-04-05,-114.78,509.51
286,2017-04-06,-8.5,501.01
287,2017-04-06,-3.15,497.86
288,2017-04-06,-4.5,493.36
289,2017-04-06,-14.99,478.37
290,2017-04-06,-5.0,473.37
291,2017-04-06,-178.45,294.92
292,2017-04-07,-4.5,290.42
293,2017-04-07,-160.0,130.42
294,2017-04-07,-40.0,90.42
295,2017-04-07,15.0,105.42
296,2017-04-08,-25.0,80.42
297,2017-04-08,-4.5,75.92
298,2017-04-08,-15.0,60.92
299,2017-04-08,-9.0,51.92
300,2017-04-08,-15.35,36.57
303,2017-04-10,-410.0,236.57
304,2017-04-10,-25.85,210.72
305,2017-04-11,-4.5,206.22
306,2017-04-11,-5.75,200.47
307,2017-04-11,-7.0,193.47
309,2017-04-12,-3.5,689.97
310,2017-04-12,-4.7,685.27
311,2017-04-12,-12.9,672.37
312,2017-04-12,-4.5,667.87
313,2017-04-12,-58.16,609.71
314,2017-04-13,-6.0,603.71
315,2017-04-13,-4.4,599.31
316,2017-04-13,-12.99,586.32
317,2017-04-13,-20.9,565.42
318,2017-04-13,-4.5,560.92
319,2017-04-13,3020.92,3581.84
320,2017-04-14,-4.5,3577.34
321,2017-04-14,-95.0,3482.34
322,2017-04-14,-11.99,3470.35
323,2017-04-14,-18.74,3451.61
326,2017-04-16,-100.0,1558.61
327,2017-04-18,-25.85,1532.76
328,2017-04-19,-20.0,1512.76
329,2017-04-19,-4.0,1508.76
330,2017-04-19,-13.1,1495.66
331,2017-04-19,-20.75,1474.91
332,2017-04-19,-25.7,1449.21
333,2017-04-19,10.99,1460.2
334,2017-04-19,-46.11,1414.09
335,2017-04-19,-13.54,1400.55
336,2017-04-19,-9.73,1390.82
337,2017-04-19,-41.97,1348.85
338,2017-04-19,-63.99,1284.86
339,2017-04-19,-8.99,1275.87
340,2017-04-19,-11.54,1264.33
341,2017-04-19,-9.5,1254.83
342,2017-04-19,-12.08,1242.75
343,2017-04-19,-23.0,1219.75
344,2017-04-19,-4.2,1215.55
345,2017-04-19,-10.99,1204.56
346,2017-04-19,-10.99,1193.57
347,2017-04-19,-4.5,1189.07
348,2017-04-20,-19.49,1169.58
349,2017-04-20,-5.0,1164.58
350,2017-04-20,-4.5,1160.08
351,2017-04-20,-169.37,990.71
353,2017-04-21,-7.4,283.31
354,2017-04-21,-4.0,279.31
355,2017-04-21,-4.5,274.81
356,2017-04-22,-20.5,254.31
357,2017-04-22,-20.0,234.31
358,2017-04-22,-8.5,225.81
360,2017-04-22,-1986.0,225.81
364,2017-04-24,-410.0,725.81
365,2017-04-24,-25.85,699.96
366,2017-04-25,-9.13,690.83
367,2017-04-25,-6.8,684.03
368,2017-04-25,-12.99,671.04
369,2017-04-25,-26.0,645.04
370,2017-04-25,-28.0,617.04
371,2017-04-25,-15.8,601.24
372,2017-04-25,-17.99,583.25
373,2017-04-25,-7.5,575.75
376,2017-04-26,-143.95,1531.8
377,2017-04-26,-130.0,1401.8
378,2017-04-26,84.8,1486.6
379,2017-04-27,-20.0,1466.6
380,2017-04-27,31.02,1497.62
381,2017-04-27,-34.38,1463.24
382,2017-04-27,-4.9,1458.34
383,2017-04-27,-50.0,1408.34
384,2017-04-27,-38.67,1369.67
385,2017-04-27,-10.21,1359.46
386,2017-04-27,-8.75,1350.71
387,2017-04-27,-1.95,1348.76
388,2017-04-27,-18.4,1330.36
389,2017-04-27,-35.41,1294.95
390,2017-04-27,-189.0,1105.95
391,2017-04-28,-39.9,1066.05
392,2017-04-28,-8.7,1057.35
393,2017-04-28,-12.0,1045.35
394,2017-04-28,-41.54,1003.81
395,2017-04-29,-4.5,999.31
396,2017-04-29,-3.25,996.06
397,2017-04-29,-97.46,898.6
398,2017-04-29,-55.0,843.6
399,2017-04-29,-8.8,834.8
400,2017-04-29,-106.0,728.8
401,2017-04-29,-19.95,708.85
402,2017-04-29,-27.6,681.25
403,2017-04-29,-22.79,658.46
404,2017-04-29,-21.0,637.46
405,2017-05-01,-25.85,611.61
406,2017-05-02,-18.0,593.61
407,2017-05-02,-9.0,584.61
408,2017-05-02,-16.2,568.41
409,2017-05-02,-4.5,563.91
410,2017-05-03,-10.15,553.76
411,2017-05-03,-8.0,545.76
412,2017-05-03,-27.57,518.19
413,2017-05-03,-19.37,498.82
414,2017-05-03,-12.7,486.12
415,2017-05-03,-75.0,411.12
416,2017-05-03,-129.95,281.17
417,2017-05-04,-8.8,272.37
418,2017-05-04,-9.5,262.87
419,2017-05-05,-7.4,255.47
420,2017-05-05,-7.68,247.79
421,2017-05-06,-20.0,227.79
422,2017-05-06,-9.1,218.69
423,2017-05-06,-8.2,210.49
424,2017-05-06,-7.0,203.49
425,2017-05-06,-5.6,197.89
426,2017-05-06,-31.55,166.34
427,2017-05-06,-14.0,152.34
428,2017-05-06,100.0,252.34
429,2017-05-07,-45.0,207.34
430,2017-05-08,-6.2,201.14
431,2017-05-08,100.0,301.14
432,2017-05-08,-129.0,172.14
434,2017-05-08,-25.85,246.29
435,2017-05-09,-13.86,232.43
436,2017-05-09,-32.0,200.43
437,2017-05-09,-12.5,187.93
438,2017-05-09,-53.33,134.6
439,2017-05-09,-6.85,127.75
440,2017-05-09,-4.2,123.55
442,2017-05-10,-9.08,314.47
443,2017-05-10,-25.0,289.47
444,2017-05-10,-1.0,288.47
445,2017-05-10,-5.75,282.72
446,2017-05-10,-18.44,264.28
447,2017-05-10,-19.0,245.28
449,2017-05-10,-410.0,245.28
450,2017-05-11,-13.9,231.38
451,2017-05-11,-6.7,224.68
452,2017-05-11,-9.0,215.68
453,2017-05-12,-1.0,214.68
454,2017-05-12,-7.2,207.48
455,2017-05-12,-19.09,188.39
456,2017-05-12,-13.5,174.89
457,2017-05-12,-44.0,130.89
459,2017-05-13,-5.95,224.94
460,2017-05-13,-33.18,191.76
461,2017-05-13,-25.0,166.76
463,2017-05-14,44.0,310.76
464,2017-05-14,-6.8,303.96
465,2017-05-15,3020.92,3324.88
466,2017-05-15,-25.85,3299.03
469,2017-05-16,-100.0,1406.03
470,2017-05-16,-7.6,1398.43
471,2017-05-16,-19.69,1378.74
472,2017-05-16,-17.6,1361.14
473,2017-05-16,-7.09,1354.05
474,2017-05-16,-6.1,1347.95
475,2017-05-16,-40.3,1307.65
476,2017-05-16,-11.99,1295.66
477,2017-05-16,-3.49,1292.17
478,2017-05-16,49.4,1341.57
479,2017-05-17,-40.0,1301.57
480,2017-05-17,-8.99,1292.58
481,2017-05-18,-78.0,1214.58
482,2017-05-18,-11.89,1202.69
483,2017-05-18,-12.5,1190.19
484,2017-05-18,-75.0,1115.19
485,2017-05-18,37.05,1152.24
486,2017-05-19,-6.15,1146.09
487,2017-05-19,-6.69,1139.4
488,2017-05-19,-0.99,1138.41
489,2017-05-19,-9.99,1128.42
490,2017-05-19,-169.0,959.42
491,2017-05-19,-3.49,955.93
492,2017-05-19,20.0,975.93
493,2017-05-20,-55.0,920.93
494,2017-05-20,-6.13,914.8
495,2017-05-20,-22.5,892.3
496,2017-05-20,-32.0,860.3
497,2017-05-20,-39.25,821.05
498,2017-05-22,-410.0,411.05
499,2017-05-22,-326.32,84.73
500,2017-05-22,-25.85,58.88
501,2017-05-23,-20.0,38.88
502,2017-05-23,-8.4,30.48
503,2017-05-23,-8.9,21.58
504,2017-05-23,-7.7,13.88
506,2017-05-23,20.0,443.88
507,2017-05-23,82.0,525.88
508,2017-05-24,-25.48,500.4
509,2017-05-24,-6.0,494.4
510,2017-05-24,-60.0,434.4
511,2017-05-24,-6.2,428.2
512,2017-05-24,-4.5,423.7
514,2017-05-24,81.58,705.28
515,2017-05-25,-5.3,699.98
516,2017-05-25,-2.0,697.98
517,2017-05-25,-7.4,690.58
520,2017-05-25,42.9,755.89
521,2017-05-25,61.53,817.42
522,2017-05-26,-11.0,806.42
523,2017-05-26,-347.0,459.42
524,2017-05-26,-18.0,441.42
525,2017-05-26,81.58,523.0
526,2017-05-27,-4.5,518.5
527,2017-05-27,-50.62,467.88
528,2017-05-27,-5.6,462.28
529,2017-05-29,-5.0,457.28
530,2017-05-30,-39.9,417.38
531,2017-05-30,-4.99,412.39
532,2017-05-30,-10.99,401.4
533,2017-05-30,-10.95,390.45
534,2017-05-30,-79.0,311.45
535,2017-05-30,-19.95,291.5
536,2017-05-30,-41.0,250.5
537,2017-05-30,-23.02,227.48
538,2017-05-30,-7.5,219.98
539,2017-06-01,-0.04,219.94
540,2017-06-02,36.28,256.22
541,2017-06-03,-10.47,245.75
542,2017-06-05,-60.0,185.75
544,2017-06-05,-410.0,185.75
545,2017-06-05,-5.0,180.75
546,2017-06-07,10.99,191.74
547,2017-06-07,-10.99,180.75
548,2017-06-07,-162.6,18.15
549,2017-06-08,162.6,180.75
550,2017-06-08,-162.6,18.15
551,2017-06-09,-9.99,8.16
554,2017-06-12,-5.0,453.16
555,2017-06-13,-178.85,274.31
560,2017-06-14,-86.07,455.47
561,2017-06-14,-11.99,443.48
562,2017-06-14,-13.99,429.49
563,2017-06-14,-8.42,421.07
564,2017-06-14,5000.0,5421.07
565,2017-06-15,-18.0,5403.07
566,2017-06-15,-6.98,5396.09
567,2017-06-15,-5.4,5390.69
568,2017-06-15,5608.44,10999.13
572,2017-06-16,-17.95,9188.18
573,2017-06-16,-8.99,9179.19
574,2017-06-16,-14.99,9164.2
575,2017-06-16,-9.99,9154.21
576,2017-06-16,-3.49,9150.72
577,2017-06-16,-17.45,9133.27
578,2017-06-17,-10.0,9123.27
579,2017-06-17,-73.95,9049.32
580,2017-06-19,-410.0,8639.32
581,2017-06-19,12.0,8651.32
582,2017-06-19,-2278.9,6372.42
583,2017-06-19,-535.0,5837.42
586,2017-06-19,-25.85,1011.57
588,2017-06-20,-8.0,503.57
589,2017-06-20,-36.0,467.57
590,2017-06-20,12.0,479.57
591,2017-06-20,40.7,520.27
592,2017-06-21,-39.9,480.37
593,2017-06-21,-31.49,448.88
594,2017-06-21,-30.0,418.88
595,2017-06-21,-19.95,398.93
596,2017-06-21,-8.65,390.28
597,2017-06-22,-20.0,370.28
598,2017-06-22,-19.95,350.33
599,2017-06-22,-3.0,347.33
600,2017-06-22,-12.99,334.34
601,2017-06-22,40.62,374.96
602,2017-06-23,-5.5,369.46
603,2017-06-23,-4.5,364.96
604,2017-06-23,40.62,405.58
605,2017-06-24,-5.7,399.88
606,2017-06-24,-7.0,392.88
607,2017-06-24,-8.8,384.08
609,2017-06-24,-22.0,562.08
610,2017-06-25,-80.0,482.08
611,2017-06-26,-74.0,408.08
612,2017-06-26,-25.85,382.23
613,2017-06-27,-4.8,377.43
614,2017-06-27,-17.1,360.33
615,2017-06-27,-6.49,353.84
616,2017-06-27,-8.7,345.14
617,2017-06-27,-139.95,205.19
618,2017-06-27,-29.0,176.19
619,2017-06-27,-4.5,171.69
621,2017-06-28,-39.9,331.79
622,2017-06-28,-5.0,326.79
623,2017-06-28,-8.69,318.1
624,2017-06-28,-74.96,243.14
625,2017-06-28,-21.8,221.34
626,2017-06-29,-20.0,201.34
627,2017-06-29,-8.7,192.64
628,2017-06-29,-45.95,146.69
629,2017-06-29,-8.0,138.69
630,2017-06-29,-15.0,123.69
631,2017-06-29,-25.0,98.69
632,2017-06-30,-13.4,85.29
633,2017-06-30,-4.5,80.79
635,2017-07-01,-24.5,256.29
636,2017-07-01,-0.01,256.28
639,2017-07-01,-103.5,1069.43
641,2017-07-03,-5.0,1264.43
642,2017-07-03,300.0,1564.43
643,2017-07-04,-410.0,1154.43
646,2017-07-04,-8.0,1446.43
647,2017-07-05,-102.8,1343.63
648,2017-07-05,-11.75,1331.88
649,2017-07-05,-44.1,1287.78
650,2017-07-05,-139.9,1147.88
651,2017-07-05,-719.52,428.36
652,2017-07-06,-18.29,410.07
653,2017-07-06,-11.99,398.08
654,2017-07-06,-6.16,391.92
655,2017-07-06,-0.18,391.74
656,2017-07-06,-13.4,378.34
657,2017-07-06,-0.4,377.94
658,2017-07-07,-12.99,364.95
659,2017-07-07,-0.39,364.56
660,2017-07-07,-16.81,347.75
661,2017-07-07,-0.5,347.25
662,2017-07-07,-153.46,193.79
663,2017-07-07,-9.6,184.19
664,2017-07-08,-13.03,171.16
665,2017-07-08,-0.39,170.77
667,2017-07-10,-5.0,365.77
670,2017-07-11,-13.55,1252.22
671,2017-07-11,-0.41,1251.81
672,2017-07-11,-24.97,1226.84
673,2017-07-11,-0.75,1226.09
674,2017-07-11,-17.54,1208.55
675,2017-07-11,-0.53,1208.02
676,2017-07-11,-13.52,1194.5
677,2017-07-11,-0.41,1194.09
678,2017-07-12,-1.16,1192.93
679,2017-07-12,-0.03,1192.9
680,2017-07-12,-61.15,1131.75
681,2017-07-12,-1.83,1129.92
682,2017-07-12,-25.89,1104.03
683,2017-07-12,-0.78,1103.25
684,2017-07-12,-47.72,1055.53
685,2017-07-12,-1.43,1054.1
686,2017-07-12,-8.91,1045.19
687,2017-07-12,-0.27,1044.92
688,2017-07-12,-3.38,1041.54
689,2017-07-12,-0.1,1041.44
690,2017-07-12,-1.54,1039.9
691,2017-07-12,-0.05,1039.85
692,2017-07-12,-2.12,1037.73
693,2017-07-12,-0.06,1037.67
694,2017-07-12,-2.38,1035.29
695,2017-07-12,-0.07,1035.22
696,2017-07-12,-10.99,1024.23
697,2017-07-12,-10.99,1013.24
698,2017-07-12,-10.99,1002.25
699,2017-07-12,-3.46,998.79
700,2017-07-12,-0.1,998.69
701,2017-07-13,-4.21,994.48
702,2017-07-13,-0.13,994.35
703,2017-07-13,-1.67,992.68
704,2017-07-13,-0.05,992.63
705,2017-07-13,-9.28,983.35
706,2017-07-13,-0.28,983.07
708,2017-07-14,-1.88,481.19
709,2017-07-14,-0.06,481.13
710,2017-07-14,-11.99,469.14
711,2017-07-14,-2.26,466.88
712,2017-07-14,-0.07,466.81
713,2017-07-14,3667.25,4134.06
714,2017-07-15,-95.0,4039.06
715,2017-07-15,-2.56,4036.5
716,2017-07-15,-0.08,4036.42
717,2017-07-15,-7.62,4028.8
719,2017-07-17,-5.0,323.8
720,2017-07-17,300.0,623.8
725,2017-07-18,-410.0,1700.8
726,2017-07-18,-9.94,1690.86
727,2017-07-18,-0.3,1690.56
728,2017-07-18,-5.58,1684.98
729,2017-07-18,-0.17,1684.81
730,2017-07-18,-5.04,1679.77
731,2017-07-18,-0.15,1679.62
732,2017-07-18,-3.4,1676.22
733,2017-07-18,-0.1,1676.12
734,2017-07-18,-28.67,1647.45
735,2017-07-18,-0.86,1646.59
736,2017-07-18,-62.83,1583.76
737,2017-07-18,-1.88,1581.88
738,2017-07-18,-1.88,1580.0
739,2017-07-18,-0.06,1579.94
740,2017-07-18,-1.74,1578.2
741,2017-07-18,-0.05,1578.15
745,2017-07-19,-20.73,307.42
746,2017-07-19,-0.62,306.8
747,2017-07-19,-28.8,278.0
748,2017-07-19,-0.86,277.14
749,2017-07-19,-10.54,266.6
750,2017-07-19,-0.32,266.28
751,2017-07-19,-3.84,262.44
752,2017-07-19,-0.12,262.32
753,2017-07-19,-1.79,260.53
754,2017-07-19,-0.05,260.48
755,2017-07-19,-1.93,258.55
756,2017-07-19,-0.06,258.49
757,2017-07-20,-14.99,243.5
758,2017-07-20,-107.12,136.38
759,2017-07-20,-1.83,134.55
760,2017-07-20,-0.05,134.5
761,2017-07-20,-2.22,132.28
762,2017-07-20,-0.07,132.21
763,2017-07-21,-9.3,122.91
764,2017-07-21,-16.14,106.77
765,2017-07-21,-0.48,106.29
766,2017-07-21,-23.36,82.93
767,2017-07-21,-0.7,82.23
768,2017-07-21,-14.99,67.24
769,2017-07-21,-16.99,50.25
771,2017-07-22,-7.0,243.25
772,2017-07-24,-5.0,238.25
773,2017-07-25,-26.0,212.25
774,2017-07-25,-17.36,194.89
775,2017-07-25,-0.52,194.37
776,2017-07-25,-3.98,190.39
777,2017-07-25,-0.12,190.27
778,2017-07-25,-6.01,184.26
779,2017-07-25,-0.18,184.08
780,2017-07-25,-3.0,181.08
783,2017-07-26,-4.15,476.93
784,2017-07-26,-33.9,443.03
785,2017-07-26,-10.5,432.53
786,2017-07-26,-11.0,421.53
787,2017-07-26,-14.65,406.88
788,2017-07-27,-128.0,278.88
789,2017-07-28,-14.99,263.89
790,2017-07-29,-17.77,246.12
791,2017-07-29,-0.53,245.59
792,2017-07-29,-17.41,228.18
793,2017-07-29,-0.52,227.66
794,2017-07-29,-12.99,214.67
795,2017-07-29,-11.99,202.68
799,2017-07-31,-410.0,252.68
800,2017-07-31,-5.0,247.68
801,2017-07-31,300.0,547.68
802,2017-08-01,-39.9,507.78
803,2017-08-01,-41.37,466.41
804,2017-08-01,-1.24,465.17
805,2017-08-01,-9.19,455.98
806,2017-08-01,-0.28,455.7
807,2017-08-01,-6.99,448.71
808,2017-08-01,-0.21,448.5
809,2017-08-01,-30.79,417.71
810,2017-08-01,-0.92,416.79
811,2017-08-02,-6.4,410.39
812,2017-08-02,-0.19,410.2
813,2017-08-02,-4.94,405.26
814,2017-08-02,-0.15,405.11
815,2017-08-02,-21.21,383.9
816,2017-08-02,-0.64,383.26
817,2017-08-02,-13.49,369.77
818,2017-08-02,-0.4,369.37
819,2017-08-02,-2.24,367.13
820,2017-08-02,-0.07,367.06
821,2017-08-02,-9.99,357.07
822,2017-08-04,-44.51,312.56
823,2017-08-04,-1.34,311.22
826,2017-08-07,-5.0,506.22
827,2017-08-08,-10.07,496.15
828,2017-08-08,-0.3,495.85
829,2017-08-08,-2.99,492.86
830,2017-08-08,-0.09,492.77
831,2017-08-08,-4.75,488.02
832,2017-08-08,-0.14,487.88
833,2017-08-08,-20.73,467.15
834,2017-08-08,-0.62,466.53
835,2017-08-08,-10.37,456.16
836,2017-08-08,-0.31,455.85
837,2017-08-08,-2.64,453.21
838,2017-08-08,-0.08,453.13
839,2017-08-08,-4.95,448.18
840,2017-08-08,-0.15,448.03
842,2017-08-09,-13.51,634.52
843,2017-08-09,-0.41,634.11
844,2017-08-09,-5.99,628.12
845,2017-08-09,-111.07,517.05
846,2017-08-09,-3.33,513.72
847,2017-08-09,-49.85,463.87
848,2017-08-09,-1.5,462.37
849,2017-08-09,-0.95,461.42
850,2017-08-09,-0.03,461.39
851,2017-08-09,-2.75,458.64
852,2017-08-09,-0.08,458.56
853,2017-08-09,-11.99,446.57
854,2017-08-09,-10.81,435.76
855,2017-08-09,-4.99,430.77
856,2017-08-09,-12.99,417.78
857,2017-08-09,-11.86,405.92
858,2017-08-10,-42.0,363.92
859,2017-08-10,-9.22,354.7
860,2017-08-10,-0.28,354.42
